0: El calor excesivo en el interior del vehiculo puede aumentar el riesgo en la conduccion?, 1: Si porque favorece la aparicion de fatiga al volante.@, 2: No siempre que el conductor lleve ropas ligeras., 3: No solamente si se conduce con las ventanillas abiertas.
1: En las autovias cual es la velocidad minima permitida para turismos?, 1: 40 km/h, 2: 50 km/h, 3: 60 km/h@
2: Al poner en marcha un motor de gasolina es conveniente..., 1: Acelerar en vacio para que se caliente cuanto antes., 2: Iniciar la marcha inmediatamente despues de arrancar el motor.@
3: La cinta abdominal del cinturon de seguridad debe colocarse sobre..., 1: Los huesos de la cadera@, 2: Los muslos, 3: El abdomen
4: En una interseccion senalizada en la que se encuentra un agente regulando el trafico que debe hacer?, 1: Obedecer las senales del agente.@, 2: Obedecer las senales de trafico que regulan la prioridad., 3: Aplicar las normas generales de prioridad de paso de los vehiculos que se acerquen por la derecha.
5: Los agentes de la autoridad encargados de la vigilancia del trafico podran inmovilizar un vehiculo cuando..., 1: Supere los niveles de gases humos y ruidos permitidos reglamentariamente.@, 2: Su conductor no disponga del permiso de circulacion original., 3: Su conductor sea sancionado dos veces en el mismo dia.
6: Puede el conductor reducir la probabilidad de accidente debida al “factor via”?, 1: Si adaptando su conduccion a las condiciones del medio.@, 2: No porque no puede actuar sobre la via ni sobre el entorno., 3: Si si su vehiculo cuenta con los ultimos avances de seguridad.
7: Circular por debajo del limite maximo de velocidad puede causar accidentes?, 1: Si cuando la velocidad no se adapte a las circunstancias del trafico.@, 2: No solo se pueden causar accidentes circulando por encima de ese limite., 3: No.
8: Para transportar una mascota salvo que exista en el vehiculo un lugar destinado para su transporte debe estar..., 1: Controlada obligatoriamente por un pasajero., 2: Situada obligatoriamente en los asientos traseros y con el cinturon de seguridad del vehiculo., 3: Sujeta de forma que no interfiera en el conductor para evitar perder el control del vehiculo.@
9: Cuando se consume alcohol se producen alteraciones en la vision?, 1: Si puede aparecer la vision tunel.@, 2: No solamente afecta a la capacidad motora., 3: Si pero solamente con tasas de alcohol por encima de las permitidas.
10: Si presencia un accidente de circulacion tiene obligacion de avisar a la Autoridad o a sus agentes si solo hay heridos leves y la seguridad de la circulacion esta restablecida?, 1: No salvo que alguna de las personas implicadas en el accidente lo solicite.@, 2: Si siempre., 3: No en ningun caso.
11: Bajo los efectos del estres la conduccion se vuelve..., 1: Menos temeraria., 2: Mas temeraria.@, 3: Mas segura.
12: El impacto economico de los accidentes de trafico afecta a..., 1: todos los ciudadanos directa o indirectamente.@, 2: los conductores que tienen un accidente al pagar el seguro de su vehiculo., 3: las companias aseguradoras en exclusiva.
13: El inflado correcto de los neumaticos es..., 1: El superior al recomendado en un 10%., 2: El adecuado a los amortiguadores que lleve el coche., 3: El recomendado por el fabricante en cada caso.@
14: La senalizacion vertical prevalece sobre..., 1: Los semaforos., 2: La senalizacion horizontal.@, 3: Las senales de balizamiento.
15: El conductor del vehiculo que utiliza el carril adicional..., 1: Circulara como maximo a 100 km-h., 2: Debera abandonar la via en cuanto le sea posible., 3: Llevara encendida al menos la luz de cruce.@
16: En condiciones de niebla espesa debera..., 1: Llevar encendida la luz antiniebla delantera solamente., 2: Moderar la velocidad.@, 3: Circular por el arcen.
17: Si la antigüedad de su primer permiso de conduccion es menor de 2 anos la tasa maxima de alcohol permitida para poder conducir es de..., 1: 0.25 miligramos de alcohol por litro de aire espirado., 2: 0.15 miligramos de alcohol por litro de aire espirado.@, 3: 0.3 miligramos de alcohol por litro de aire espirado.
18: Una vez inmovilizado el vehiculo los usuarios deberan entrar o salir..., 1: Por cualquier lado del vehiculo tomando las debidas precauciones., 2: Por el lado mas proximo a la acera o al arcen como norma general.@, 3: Por el lado del conductor siempre.
19: Para evitar o retrasar la aparicion de la fatiga es aconsejable que el conductor..., 1: Circule a menor velocidad para disminuir los efectos de la fatiga., 2: Mantenga el interior del vehiculo a una temperatura superior a 25 grados., 3: Mantenga bien ventilado el interior del vehiculo.@
20: El conductor del vehiculo blanco quiere volver rapidamente al carril derecho porque ve un peligro. Que debe hacer el conductor del vehiculo verde?, 1: Aumentar la velocidad para que desista de realizar la maniobra., 2: Nada porque no tiene ninguna obligacion., 3: Reducir la velocidad para facilitarle el retorno al carril.@
21: En una calzada con nieve el uso brusco e inadecuado de los frenos puede ser causa de derrape?, 1: Si si se frena bruscamente los neumaticos pueden perder la adherencia sobre el pavimento.@, 2: No si las ruedas estan perfectamente alineadas y equilibradas., 3: No si los neumaticos tienen la presion de inflado recomendada.
22: La luz antiniebla trasera debera utilizarse en caso de..., 1: Niebla espesa.@, 2: Circular de noche por una via sin asfaltar., 3: Circular al anochecer por una via sin arcen.
23: Para comprobar la presion de inflado como deben estar los neumaticos?, 1: Frios.@, 2: Calientes., 3: Frios o calientes es igual.
24: En una autopista con tres carriles para cada sentido por cual se debe circular normalmente?, 1: Por cualquiera de ellos., 2: Por el central o el derecho es indistinto., 3: Por el derecho.@
25: Cuales son los danos no cubiertos por el seguro obligatorio al causante de un accidente?, 1: Los danos personales que sufran los ocupantes del vehiculo causante del accidente., 2: Los danos personales que sufra el conductor responsable.@, 3: Los danos que se produzcan en el vehiculo contrario.
26: Las senales realizadas con el brazo por los conductores son validas?, 1: Solo cuando se vean bien.@, 2: Solo cuando se utilicen de dia., 3: Solo cuando se utilicen en poblado.
27: Esta obligado a circular a una velocidad adecuada si las condiciones meteorologicas o ambientales son adversas?, 1: Si y si fuera preciso debe detenerse sin riesgo para la circulacion.@, 2: Si siempre que se circule por vias de sentido unico., 3: No si el vehiculo dispone de todos los sistemas de seguridad mas avanzados.
28: Encender el intermitente da preferencia siempre para hacer maniobras?, 1: Si porque he avisado., 2: No.@, 3: Si pero debo hacer la maniobra rapidamente.
29: En carretera cuando puede adelantar por la derecha?, 1: Cuando este libre el carril de la derecha., 2: Cuando el vehiculo de delante vaya a girar a la izquierda y exista espacio libre en la calzada.@, 3: Cuando conduzca por una calzada con mas de dos carriles.
30: Mientras conduce que telefonos esta permitido utilizar?, 1: Los sistemas de “manos libres”.@, 2: Los sistemas con auriculares., 3: Estan permitidos todos los sistemas.
31: Al rebasar al autobus que peligro debe preverse?, 1: Que puedan cruzar peatones ocultos por el propio autobus.@, 2: Que los viajeros bajen por la parte izquierda., 3: Ninguno no es una situacion de riesgo.
32: La marca amarilla en zig-zag indica el lugar de la calzada..., 1: donde no se puede estacionar pero si se puede parar.@, 2: reservado para el estacionamiento de autobuses., 3: reservado para parada de autobus no pudiendo parar otros vehiculos.
33: Las senales de obras..., 1: establecen para los tramos de obras una reduccion de la velocidad maxima en 10 km/h., 2: tienen distinto simbolo y tamano que las usadas en tramos sin obras., 3: tienen el mismo significado que las usadas en tramos sin obras.@
34: El tiempo de reaccion puede aumentar..., 1: despues de una comida ligera., 2: si usamos gafas graduadas., 3: despues de una fuerte discusion.@
35: Fumar mientras se conduce..., 1: esta prohibido., 2: es recomendable porque ayuda a mantener la atencion., 3: no es recomendable porque puede afectar a la atencion en la conduccion.@
36: Conducir durante mucho tiempo sin descansar..., 1: mantiene al conductor mas atento ante cualquier peligro., 2: disminuye el riesgo de accidente., 3: propicia la aparicion de la fatiga.@
37: El reposacabezas como debe colocarse?, 1: A la altura de cuello., 2: Lo mas alto posible para que no moleste., 3: A la altura de la cabeza.@
38: Hay hielo en la via. Que debe hacer?, 1: Circular con el pie en el embrague., 2: Circular a poca velocidad para no tener que frenar.@, 3: Circular pisando el freno intermitentemente.
39: La varilla del aceite del motor para que sirve?, 1: Para comprobar la temperatura del aceite., 2: Para comprobar el nivel del aceite.@, 3: Para comprobar la presion del aceite.
40: Debido a un pinchazo sustituye una de las ruedas de su vehiculo por la de uso temporal. Cuantos kilometros podra circular en esas condiciones?, 1: Tantos como sean necesarios siempre que dicha rueda no haya sido utilizada anteriormente., 2: Los que recomiende como maximo cada fabricante y circulando a la velocidad que se indica en dicha rueda.@, 3: No hay limitacion de kilometros porque se trata de una situacion excepcional.
41: Para circular de noche por una travesia. Que luces son obligatorias?, 1: Las de posicion y las cortas.@, 2: Las de posicion y las largas., 3: Las de posicion solamente.
42: Hay una nube de humo. Debe utilizarse algun tipo de alumbrado?, 1: Solo si viene algun vehiculo en sentido contrario., 2: Si la luz antiniebla delantera o la luz de corto o largo alcance.@, 3: No porque es de dia.
43: Que indican los conos en la calzada?, 1: Refuerzan el significado de las lineas discontinuas del carril., 2: Nada no son senales de circulacion., 3: La prohibicion de rebasar la linea imaginaria que los une.@
44: En los cambios de carril en un mismo sentido quien tiene prioridad?, 1: El vehiculo que circula por el carril que se pretende ocupar.@, 2: El vehiculo que realiza el cambio de carril., 3: Siempre los turismos sobre el resto de vehiculos.
45: En esta situacion de aglomeracion podra circular por el arcen?, 1: No esta prohibido.@, 2: Si si tiene prisa., 3: Si para descongestionar el trafico.
46: Antes de iniciar un adelantamiento que debe comprobar?, 1: Que los vehiculos que circulan por el mismo carril no llevan encendidos los intermitentes., 2: Que ningun conductor ha iniciado la maniobra de adelantar a su vehiculo.@, 3: Que los vehiculos que circulan detras mantienen la distancia de seguridad.
47: Un conductor indica con el brazo que va a girar a la izquierda y lleva encendido el intermitente derecho; que senal tiene validez?, 1: Ninguna., 2: La del brazo.@, 3: La del intermitente.
48: En doble fila que esta prohibido?, 1: Parar., 2: Parar y estacionar., 3: Estacionar.@
49: Por seguridad cual es la forma mas aconsejable de bajar un puerto de montana cuando en la calzada existan placas de hielo?, 1: Con la marcha mas corta que se pueda para evitar deslizamientos@, 2: Utilizando el freno de mano para trazar las curvas., 3: A baja velocidad con la marcha mas larga que se pueda evitando frenadas bruscas.
50: La velocidad maxima generica para una motocicleta en una carretera convencional con arcen pavimentado de mas de 1.50 metros de ancho es de..., 1: 90 kilometros por hora., 2: 80 kilometros por hora., 3: 100 kilometros por hora.@
51: Al conducir bajo condiciones climatologicas adversas..., 1: Es necesario descansar con mas frecuencia.@, 2: Es menos probable que aparezca la fatiga., 3: No es necesario descansar.
52: Cuando las cintas no quedan bien estiradas el cinturon de seguridad... 1: pierde eficacia y puede provocar lesiones durante el accidente.@, 2: protege mas en caso de accidente.
53: En caso de lluvia intensa es recomendable aumentar la distancia de seguridad y reducir la velocidad?, 1: Si; mejora el agarre de los neumaticos pero no es recomendable reducir la velocidad., 2: No; al reducir la velocidad mayor es la proporcion de agua en el asfalto., 3: Si; ya que la adherencia es menor y por consiguiente la distancia de frenado aumenta.@
54: Es obligatorio finalizar un adelantamiento..., 1: Incorporandose al carril derecho a la mayor velocidad posible., 2: Únicamente senalizando el desplazamiento lateral., 3: Incorporandose al carril de forma gradual sin obstaculizar.@
55: Que relacion existe entre la velocidad y el campo de vision del conductor?, 1: A mayor velocidad menor campo visual.@, 2: A menor velocidad menor campo visual., 3: A mayor velocidad mayor campo visual.
56: En una autopista o autovia se puede utilizar la mediana en algun caso?, 1: No nunca., 2: Si para inmovilizar el vehiculo por emergencia cuando no es posible hacerlo en el arcen de la derecha.@, 3: Si para adelantar cuando los carriles esten ocupados.
57: Un agente con toques de silbato cortos y frecuentes ordena... 1: Que se reanude la marcha., 2: Que se detengan los vehiculos a quienes se dirija.@, 3: Que se inmovilice el vehiculo fuera de la calzada.
58: Que efectos puede producir un resfriado en la conduccion? 1: Desorientacion., 2: Somnolencia y perdida de concentracion.@, 3: Impulsividad.
59: Cuando tenga que bajar del vehiculo para descargar el equipaje debe apagar el motor?, 1: No no es necesario si se trata de una parada breve., 2: Si y ademas debe desconectar el sistema de arranque o contacto.@, 3: No solo debe dejar accionado el freno de mano.
60: Que factor se relaciona con los accidentes juveniles?, 1: La falta de reflejos., 2: La falta de mantenimiento del vehiculo., 3: La menor percepcion del riesgo.@
61: Cuando para realizar un cambio de sentido obstaculiza la marcha de los vehiculos que circulan detras debera..., 1: Hacer senales con la luz de freno para advertir su maniobra., 2: Esperar hasta que pueda realizar la maniobra., 3: Salir de la calzada por la derecha si fuera posible y esperar hasta que las condiciones de la circulacion le permitan hacer la maniobra.@
62: Es obligatorio apagar el motor cuando esta cargando combustible?, 1: No., 2: Si pero no es necesario si es el empleado de la gasolinera quien llena el deposito., 3: Si siempre.@
63: Un traje adecuado para conducir una motocicleta debe..., 1: Estar muy ajustado al cuerpo para mejorar la estetica., 2: Tener colores oscuros., 3: Ser resistente a los golpes y a la abrasion en caso de caida.@
65: Fuera de poblado como norma general por que lado de la via deberan circular los peatones?, 1: Por la derecha en casos de poca visibilidad. ,2: Por la izquierda.@, 3: Indistintamente por la derecha o por la izquierda siempre que haya un arcen.
66: Al mezclar las drogas con alcohol..., 1: Las reacciones pueden ser previsibles y por tanto controlables., 2: Las reacciones pueden ser imprevisibles y por tanto, peligrosas.@, 3: No se producen reacciones porque las drogas anulan la accion del alcohol.
67: Los ninos alborotando en los asientos traseros pueden provocar que el conductor se distraiga?, 1: Si e influir en su estado y comportamiento.@, 2: No al conductor no le afecta lo que sucede en los asientos traseros., 3: No normalmente hacen que se concentre mas en la conduccion.
68: Si circula sobre un pavimento mojado y al realizar una frenada observa que los frenos de su vehiculo fallan que debe hacer?, 1: Utilizar con precaucion el freno de mano de forma suave y progresiva hasta detener el vehiculo.@, 2: Utilizar el freno de motor introduciendo marchas largas., 3: Pisar a fondo el pedal del freno accionando el embrague al mismo tiempo.
69: Al descargar mercancias de un vehiculo esta permitido depositarlas en la acera?, 1: Si siempre que no pasen peatones., 2: No salvo que se senalice el lugar para evitar el peligro para los peatones., 3: No.@
70: Los conductores durante los dos anos siguientes a la obtencion de su primer permiso o licencia de conduccion no podran superar la tasa de..., 1: 0.7 gramos de alcohol por litro de sangre., 2: 0.5 gramos de alcohol por litro de sangre., 3: 0.3 gramos de alcohol por litro de sangre.@
71: Pueden algunas motocicletas llevar sistemas de estabilidad de frenado o airbag?, 1: Si para evitar accidentes o reducir la gravedad de las lesiones.@, 2: No estos sistemas solo estan disponibles para los turismos., 3: No esta prohibido.
72: El accidente de motocicleta mas frecuente es..., 1: La colision por alcance de vehiculos que van a mas velocidad., 2: La colision frontal o fronto-lateral con otro vehiculo.@, 3: La colision frontal con otras motocicletas.
73: Los vehiculos no podran circular por las vias emitiendo..., 1: Niveles de ruido superiores a los limites establecidos.@, 2: Gases por el tubo de escape porque contamina., 3: Ruidos de cualquier clase.
74: Se considera que una via esta insuficientemente iluminada cuando..., 1: No pueda distinguirse la placa de matricula de otro vehiculo a 50 metros., 2: La via no permita ver con claridad., 3: Con vista normal no se puede leer una placa de matricula a 10 metros o distinguir un vehiculo pintado de oscuro a 50 metros.@
75: Al cruzarse con el peaton la distancia lateral que debe dejar el vehiculo es..., 1: 1.50 metros al menos.@, 2: 1 metro al menos, 3: 2 metros al menos.
76: Las lamparas del automovil deben sustituirse..., 1: Solamente en caso de rotura., 2: En cuanto disminuya su intensidad luminosa.@, 3: Antes de pasar la inspeccion tecnica del vehiculo.
